replicateid,zone,population,access,beta,eir,pfpr2to10
15669,1,286928,0.634,1.45,162.6045,66.6352833333333
15680,1,286928,0.634,1.50,168.846666666667,66.9303333333333
15687,1,286928,0.634,1.55,177.542083333333,67.5956083333333
15688,1,286928,0.634,1.60,181.099583333333,67.993875
15689,1,286928,0.634,1.65,190.40375,68.6132833333333
15667,1,286928,0.634,1.70,193.1895,68.6278916666667
15670,1,286928,0.634,1.75,203.886,69.1163083333333
16147,1,286928,0.718,0.01,0.0,0.0
15677,1,286928,0.718,0.00,0.0,0.0
16151,1,286928,0.718,0.02,0.2745025,1.82872666666667
16162,1,286928,0.718,0.03,1.0314245,5.8431325
16164,1,286928,0.718,0.04,1.71586166666667,8.15553416666667
15682,1,286928,0.718,0.05,2.44281666666667,10.7203791666667
16165,1,286928,0.718,0.06,3.12433166666667,12.4368225
16166,1,286928,0.718,0.07,3.90383083333333,14.1840908333333
16148,1,286928,0.718,0.08,4.63002416666667,15.7450216666667
16149,1,286928,0.718,0.09,5.34104,17.8350416666667
15683,1,286928,0.718,0.10,6.20586416666667,19.0834416666667
15671,1,286928,0.718,0.15,10.2319416666667,24.6756583333333
15675,1,286928,0.718,0.20,14.8169166666667,30.5060166666667
15679,1,286928,0.718,0.25,19.3430666666667,34.1568166666667
15692,1,286928,0.718,0.30,23.7490666666667,37.6953
15693,1,286928,0.718,0.35,28.9354333333333,40.8924166666667
15694,1,286928,0.718,0.40,33.7877416666667,43.2403083333333
15695,1,286928,0.718,0.45,39.2185083333333,45.3247583333333
15673,1,286928,0.718,0.50,44.3651166666667,47.6118083333333
15674,1,286928,0.718,0.55,49.6064916666667,49.4871666666667
15676,1,286928,0.718,0.60,55.0433333333333,51.2097416666667
15681,1,286928,0.718,0.65,61.5198666666667,52.5784416666667
15691,1,286928,0.718,0.70,66.6048333333333,53.7479916666667
15690,1,286928,0.718,0.75,73.461825,55.4166
15672,1,286928,0.718,0.80,76.5892583333333,55.9910916666667
15696,1,286928,0.718,0.85,85.6174916666667,57.2970583333333
15699,1,286928,0.718,0.90,90.626825,58.5706833333333
15698,1,286928,0.718,0.95,97.1785,59.0630333333333
15700,1,286928,0.718,1.00,104.8415,60.15905
15701,1,286928,0.718,1.05,112.359083333333,61.3163583333333
15697,1,286928,0.718,1.10,116.02525,61.5656916666667
15702,1,286928,0.718,1.15,124.234416666667,62.2354666666667
15705,1,286928,0.718,1.20,129.346333333333,63.1377916666667
15706,1,286928,0.718,1.25,135.909833333333,63.29795
15703,1,286928,0.718,1.30,144.1615,64.6047916666667
15707,1,286928,0.718,1.35,148.686333333333,64.6733166666667
15708,1,286928,0.718,1.40,154.427916666667,65.2859916666667
15704,1,286928,0.718,1.45,163.721583333333,65.9679416666667
15714,1,286928,0.718,1.55,173.847083333333,66.7439833333333
15711,1,286928,0.718,1.50,169.19425,66.8336333333333
15721,1,286928,0.718,1.60,181.262583333333,67.0396166666667
15710,1,286928,0.718,1.70,196.146,67.920075
15722,1,286928,0.718,1.65,191.167333333333,68.1129916666667
15713,1,286928,0.718,1.75,201.472583333333,68.38135
